id,Opponent,OpponentName,start,end,PersonId,"Time (seconds)",id,Name,icon,color,Gender,"Age Group","Favorite Activity","Height (inches)",zipCode,state,EVENT
173,None,None,"2019-08-24 19:17:35.144 +00:00","2019-08-24 19:17:37.070 +00:00",173,2.0,173,Unkown,star,#D372D2,Unkown,Kid,Sports,42,47401,IN,"Makevention 2019"
174,None,None,"2019-08-24 19:19:06.400 +00:00","2019-08-24 19:19:08.721 +00:00",174,2.0,174,Unkown,triangle-up,#33820D,Unkown,Adult,Cooking,67,47401,IN,"Makevention 2019"
175,None,None,"2019-08-24 19:20:05.008 +00:00",,175,,175,Unkown,diamond,#0707D2,Unkown,Kid,Other,36,47401,IN,"Makevention 2019"
178,None,None,"2019-08-24 19:46:12.843 +00:00","2019-08-24 19:46:14.691 +00:00",178,2.0,178,Unkown,triangle-up,#8E1BCE,Unkown,Adult,Art,66,47401,IN,"Makevention 2019"
179,None,None,"2019-08-24 19:47:10.458 +00:00","2019-08-24 19:47:15.485 +00:00",179,5.0,179,Unkown,,#0707D2,Unkown,Kid,Sports,36,47401,IN,"Makevention 2019"
180,None,None,"2019-08-24 19:48:09.775 +00:00","2019-08-24 19:48:11.031 +00:00",180,1.0,180,Unkown,star,#0707D2,Unkown,Kid,Sports,57,47401,IN,"Makevention 2019"
181,None,None,"2019-08-24 19:51:18.576 +00:00","2019-08-24 19:51:20.229 +00:00",181,2.0,181,Unkown,triangle-up,#0707D2,Unkown,Adult,Gaming,70,47403,IN,"Makevention 2019"
44,None,None,"2019-08-22 18:13:39.111 +00:00","2019-08-22 18:13:39.489 +00:00",44,0.0,44,Unkown,cross,#0707D2,Unkown,Adult,Sports,72,47404,IN,"Makevention 2019"
68,None,None,"2019-08-24 15:07:57.181 +00:00","2019-08-24 15:08:00.569 +00:00",68,3.0,68,Unkown,triangle-up,#0707D2,Unkown,Adult,Cooking,72,47404,IN,"Makevention 2019"
72,None,None,"2019-08-24 15:20:33.696 +00:00","2019-08-24 15:20:34.935 +00:00",72,1.0,72,Unkown,cross,#0707D2,Unkown,Adult,Sports,72,47404,IN,"Makevention 2019"
147,None,None,"2019-08-24 18:25:32.254 +00:00","2019-08-24 18:25:33.980 +00:00",147,2.0,147,Unkown,diamond,#D372D2,Unkown,Adult,Art,65,47404,IN,"Makevention 2019"
32,None,None,"2019-08-21 15:39:49.015 +00:00",,32,,32,Unkown,star,#33820D,Unkown,Adult,Cooking,64,47408,IN,"Makevention 2019"
33,None,None,"2019-08-21 15:41:36.288 +00:00","2019-08-21 15:41:38.362 +00:00",33,2.0,33,Unkown,star,#33820D,Unkown,Adult,Cooking,53,47408,IN,"Makevention 2019"
70,None,None,"2019-08-24 15:17:06.145 +00:00","2019-08-24 15:17:08.339 +00:00",70,2.0,70,Unkown,star,#D372D2,Unkown,Kid,Art,50,47408,IN,"Makevention 2019"
93,None,None,"2019-08-24 16:12:28.202 +00:00","2019-08-24 16:12:28.441 +00:00",93,0.0,93,Unkown,triangle-up,#33820D,Unkown,Kid,Other,54,47408,IN,"Makevention 2019"
134,None,None,"2019-08-24 18:01:25.127 +00:00","2019-08-24 18:01:28.547 +00:00",134,3.0,134,Unkown,star,#33820D,Unkown,Kid,Sports,,47408,IN,"Makevention 2019"
135,None,None,"2019-08-24 18:02:29.020 +00:00","2019-08-24 18:02:37.558 +00:00",135,9.0,135,Unkown,star,#D30706,Unkown,Adult,Sports,,47408,IN,"Makevention 2019"
136,None,None,"2019-08-24 18:04:52.645 +00:00","2019-08-24 18:04:55.426 +00:00",136,3.0,136,Unkown,star,#D30706,Unkown,Adult,,54,47408,IN,"Makevention 2019"
82,None,None,"2019-08-24 15:45:55.912 +00:00","2019-08-24 15:45:57.638 +00:00",82,2.0,82,Unkown,triangle-up,#33820D,Unkown,Pre-Teen,Art,55,47421,IN,"Makevention 2019"
83,None,None,"2019-08-24 15:46:37.311 +00:00","2019-08-24 15:46:38.133 +00:00",83,1.0,83,Unkown,cross,#D30706,Unkown,Pre-Teen,Gaming,56,47421,IN,"Makevention 2019"
46,None,None,"2019-08-23 02:48:52.513 +00:00",,46,,46,Unkown,cross,#9B180F,Unkown,Adult,Sports,45,47424,IN,"Makevention 2019"
94,None,None,"2019-08-24 16:27:09.842 +00:00","2019-08-24 16:27:10.431 +00:00",94,1.0,94,Unkown,star,#8E1BCE,Unkown,Kid,Sports,47,47432,IN,"Makevention 2019"
95,None,None,"2019-08-24 16:28:09.353 +00:00","2019-08-24 16:28:10.700 +00:00",95,1.0,95,Unkown,diamond,#D372D2,Unkown,Kid,Art,41,47432,IN,"Makevention 2019"
114,None,None,"2019-08-24 17:29:57.035 +00:00","2019-08-24 17:29:58.647 +00:00",114,2.0,114,Unkown,triangle-up,#D30706,Unkown,Kid,Sports,44,47432,IN,"Makevention 2019"
115,None,None,"2019-08-24 17:30:52.051 +00:00","2019-08-24 17:30:53.157 +00:00",115,1.0,115,Unkown,star,#8E1BCE,Unkown,Teen,,91,47432,IN,"Makevention 2019"
116,None,None,"2019-08-24 17:31:39.997 +00:00","2019-08-24 17:31:41.338 +00:00",116,1.0,116,Unkown,diamond,#55D4D2,Unkown,Pre-Teen,Art,60,47432,IN,"Makevention 2019"
117,None,None,"2019-08-24 17:32:42.023 +00:00","2019-08-24 17:32:44.322 +00:00",117,2.0,117,Unkown,star,#55D4D2,Unkown,Kid,,43,47432,IN,"Makevention 2019"
119,None,None,"2019-08-24 17:34:43.001 +00:00","2019-08-24 17:34:44.368 +00:00",119,1.0,119,Unkown,triangle-up,#0707D2,Unkown,Kid,Sports,51,47432,IN,"Makevention 2019"
120,None,None,"2019-08-24 17:35:26.254 +00:00","2019-08-24 17:35:27.418 +00:00",120,1.0,120,Unkown,square,#D30706,Unkown,Kid,Sports,48,47432,IN,"Makevention 2019"
121,None,None,"2019-08-24 17:36:38.622 +00:00","2019-08-24 17:36:40.197 +00:00",121,2.0,121,Unkown,diamond,#D372D2,Unkown,Kid,Sports,45,47432,IN,"Makevention 2019"
122,None,None,"2019-08-24 17:37:25.030 +00:00","2019-08-24 17:37:25.827 +00:00",122,1.0,122,Unkown,cross,#0707D2,Unkown,Kid,Sports,47,47432,IN,"Makevention 2019"
118,None,None,"2019-08-24 17:33:53.513 +00:00","2019-08-24 17:33:53.803 +00:00",118,0.0,118,Unkown,cross,#8E1BCE,Unkown,Kid,Sports,41,47437,IN,"Makevention 2019"
81,None,None,"2019-08-24 15:44:34.100 +00:00","2019-08-24 15:44:35.933 +00:00",81,2.0,81,Unkown,star,#0707D2,Unkown,Pre-Teen,Cooking,54,47459,IN,"Makevention 2019"
111,None,None,"2019-08-24 17:24:18.049 +00:00","2019-08-24 17:24:24.341 +00:00",111,6.0,111,Unkown,cross,#D30706,Unkown,Pre-Teen,Gaming,46,47460,IN,"Makevention 2019"
112,None,None,"2019-08-24 17:26:29.302 +00:00","2019-08-24 17:26:30.806 +00:00",112,2.0,112,Unkown,cross,#D30706,Unkown,Pre-Teen,Gaming,45,47460,IN,"Makevention 2019"
165,None,None,"2019-08-24 18:42:59.203 +00:00","2019-08-24 18:43:00.332 +00:00",165,1.0,165,Unkown,triangle-up,#D30706,Unkown,Adult,Art,68,47720,IN,"Makevention 2019"
40,None,None,"2019-08-22 17:31:42.650 +00:00","2019-08-22 17:31:45.581 +00:00",40,3.0,40,Unkown,square,#8E1BCE,Unkown,Adult,Art,72,47906,IN,"Makevention 2019"
1,None,None,"2019-08-13 17:07:38.875 +00:00","2019-08-13 17:07:40.375 +00:00",1,1.0,1,Unkown,diamond,#D36E44,Unkown,Adult,Cooking,58,55104,MN,"Makevention 2019"
2,None,None,"2019-08-13 17:09:29.764 +00:00","2019-08-13 17:09:31.125 +00:00",2,1.0,2,Unkown,triangle-up,#D372D2,Unkown,Pre-Teen,Cooking,45,55104,MN,"Makevention 2019"
4,None,None,"2019-08-13 17:15:45.009 +00:00","2019-08-13 17:15:49.984 +00:00",4,5.0,4,Unkown,cross,#0707D2,Unkown,Pre-Teen,Cooking,48,55104,MN,"Makevention 2019"
3,None,None,"2019-08-13 17:13:21.488 +00:00","2019-08-13 17:13:22.764 +00:00",3,1.0,3,Unkown,diamond,#33820D,Unkown,Pre-Teen,Cooking,56,55105,MN,"Makevention 2019"
6,None,None,"2019-08-13 17:34:48.110 +00:00","2019-08-13 17:34:53.239 +00:00",6,5.0,6,Unkown,cross,#0707D2,Unkown,Pre-Teen,Cooking,48,55105,MN,"Makevention 2019"
5,None,None,"2019-08-13 17:26:15.828 +00:00","2019-08-13 17:26:19.207 +00:00",5,3.0,5,Unkown,diamond,#D3D406,Unkown,Pre-Teen,Cooking,47,55106,MN,"Makevention 2019"
176,None,None,"2019-08-24 19:44:05.080 +00:00",,176,,176,Unkown,cross,#9B180F,Unkown,Adult,Cooking,59,99205,WA,"Makevention 2019"
177,None,None,"2019-08-24 19:45:21.808 +00:00","2019-08-24 19:45:23.721 +00:00",177,2.0,177,Unkown,cross,#9B180F,Unkown,Adult,Cooking,59,99205,WA,"Makevention 2019"
