id,start,end,icon,color,ageGroup,favoriteActivity,height,zipCode,state,latitude,longitude
375,2019-10-26T17:59:16.450Z,2019-10-26T17:59:19.390Z,triangle-up,#D3D406,Retired,Other,89,47403,IN,39.1263,-86.5769
376,2019-10-26T18:01:21.155Z,2019-10-26T18:01:21.176Z,cross,#8E1BCE,Kid,Cooking,48,47403,IN,39.1263,-86.5769
377,2019-10-26T18:02:13.969Z,2019-10-26T18:02:21.595Z,diamond,#D372D2,Retired,Cooking,96,72639,AR,35.9991,-92.5042
378,2019-10-26T18:05:39.426Z,2019-10-26T18:05:53.787Z,diamond,#0707D2,Kid,Sports,51,47401,IN,39.1401,-86.5083
379,2019-10-26T18:06:49.532Z,2019-10-26T18:06:52.602Z,diamond,#0707D2,Kid,Sports,49,47401,IN,39.1401,-86.5083
380,2019-10-26T18:09:53.168Z,2019-10-26T18:09:55.287Z,star,#33820D,Pre-Teen,Sports,63,47401,IN,39.1401,-86.5083
381,2019-10-26T18:14:08.890Z,2019-10-26T18:14:11.865Z,star,#D30706,Kid,Sports,60,47402,IN,39.1732,-86.5015
382,2019-10-26T18:19:07.587Z,2019-10-26T18:19:13.006Z,star,#8E1BCE,Kid,Cooking,47,47408,IN,39.2303,-86.4692
383,2019-10-26T18:20:11.078Z,2019-10-26T18:20:14.341Z,diamond,#D30706,Kid,Gaming,54,47408,IN,39.2303,-86.4692
384,2019-10-26T18:21:27.806Z,2019-10-26T18:21:32.025Z,star,#8E1BCE,Kid,Art,47,47408,IN,39.2303,-86.4692
385,2019-10-26T18:22:06.566Z,2019-10-26T18:22:09.256Z,diamond,#D30706,,Gaming,54,47408,IN,39.2303,-86.4692
386,2019-10-26T18:25:31.255Z,2019-10-26T18:25:34.129Z,star,#D39827,Pre-Teen,Gaming,60,47429,IN,39.2545,-86.6196
387,2019-10-26T18:26:32.362Z,2019-10-26T18:26:49.848Z,diamond,#8E1BCE,Pre-Teen,Other,70,47429,IN,39.2545,-86.6196
388,2019-10-26T18:27:32.502Z,2019-10-26T18:27:48.857Z,diamond,#8E1BCE,Pre-Teen,Other,70,47429,IN,39.2545,-86.6196
389,2019-10-26T18:29:30.750Z,2019-10-26T18:29:34.083Z,diamond,#D39827,Pre-Teen,Sports,51,47401,IN,39.1401,-86.5083
390,2019-10-26T18:31:22.437Z,2019-10-26T18:31:25.039Z,cross,#55D4D2,Kid,Sports,54,47401,IN,39.1401,-86.5083
391,2019-10-26T18:32:30.747Z,2019-10-26T18:32:33.317Z,diamond,#0707D2,Adult,Sports,66,47408,IN,39.2303,-86.4692
392,2019-10-26T18:33:33.618Z,2019-10-26T18:33:36.694Z,diamond,#0707D2,Kid,Sports,50,47401,IN,39.1401,-86.5083
393,2019-10-26T18:34:31.939Z,2019-10-26T18:34:34.608Z,star,#D36E44,Kid,Sports,54,47401,IN,39.1401,-86.5083
394,2019-10-26T18:35:22.537Z,2019-10-26T18:35:24.484Z,cross,#8E1BCE,Adult,Sports,66,47408,IN,39.2303,-86.4692
395,2019-10-26T18:36:45.058Z,2019-10-26T18:36:47.613Z,diamond,#0707D2,Kid,Sports,58,47401,IN,39.1401,-86.5083
396,2019-10-26T18:37:49.354Z,2019-10-26T18:37:52.669Z,diamond,#0707D2,Kid,Sports,50,47401,IN,39.1401,-86.5083
397,2019-10-26T18:38:54.333Z,2019-10-26T18:38:56.810Z,diamond,#0707D2,Pre-Teen,Sports,58,47401,IN,39.1401,-86.5083
398,2019-10-26T18:40:17.086Z,2019-10-26T18:40:20.120Z,diamond,#0707D2,Kid,Gaming,48,47401,IN,39.1401,-86.5083
399,2019-10-26T18:41:23.953Z,2019-10-26T18:41:27.665Z,star,#D3D406,Kid,Gaming,48,47401,IN,39.1401,-86.5083
400,2019-10-26T18:42:23.877Z,2019-10-26T18:42:27.876Z,diamond,#0707D2,Kid,Sports,50,47401,IN,39.1401,-86.5083
401,2019-10-26T18:43:20.803Z,2019-10-26T18:43:23.496Z,triangle-up,#9B180F,Kid,Sports,48,47401,IN,39.1401,-86.5083
402,2019-10-26T18:44:21.576Z,2019-10-26T18:44:24.636Z,star,#0707D2,Kid,Sports,58,47401,IN,39.1401,-86.5083
403,2019-10-26T18:45:22.054Z,2019-10-26T18:45:24.922Z,star,#D372D2,Kid,Gaming,55,47401,IN,39.1401,-86.5083
404,2019-10-26T18:46:28.695Z,2019-10-26T18:46:31.372Z,square,#33820D,Kid,Sports,54,47401,IN,39.1401,-86.5083
405,2019-10-26T18:47:13.949Z,2019-10-26T18:47:16.881Z,diamond,#D372D2,Kid,Gaming,55,47401,IN,39.1401,-86.5083
406,2019-10-26T18:49:49.089Z,2019-10-26T18:49:52.208Z,diamond,#0707D2,Kid,Gaming,48,47401,IN,39.1401,-86.5083
407,2019-10-26T18:50:59.091Z,2019-10-26T18:51:01.808Z,triangle-up,#33820D,Pre-Teen,Sports,61,47401,IN,39.1401,-86.5083
408,2019-10-26T18:51:45.288Z,2019-10-26T18:51:48.279Z,star,#0707D2,Kid,Gaming,48,47401,IN,39.1401,-86.5083
409,2019-10-26T18:53:04.513Z,2019-10-26T18:53:07.689Z,star,#0707D2,Pre-Teen,Sports,60,47401,IN,39.1401,-86.5083
410,2019-10-26T18:54:01.619Z,2019-10-26T18:54:03.516Z,diamond,#55D4D2,Pre-Teen,Cooking,60,47401,IN,39.1401,-86.5083
411,2019-10-26T18:54:43.194Z,2019-10-26T18:54:45.579Z,triangle-up,#D36E44,Kid,Gaming,68,47401,IN,39.1401,-86.5083
412,2019-10-26T18:56:10.915Z,2019-10-26T18:56:13.675Z,star,#55D4D2,Kid,Gaming,60,47408,IN,39.2303,-86.4692
413,2019-10-26T18:57:06.206Z,2019-10-26T18:57:09.641Z,diamond,#0707D2,Kid,Gaming,48,47401,IN,39.1401,-86.5083
414,2019-10-26T18:57:55.904Z,2019-10-26T18:57:58.022Z,star,#33820D,Pre-Teen,Sports,61,47401,IN,39.1401,-86.5083
415,2019-10-26T18:58:48.926Z,2019-10-26T18:58:51.746Z,star,#0707D2,Kid,Gaming,48,47401,IN,39.1401,-86.5083
416,2019-10-26T18:59:34.402Z,2019-10-26T18:59:37.060Z,diamond,#8E1BCE,,Sports,52,47401,IN,39.1401,-86.5083
417,2019-10-26T19:00:19.547Z,2019-10-26T19:00:21.926Z,triangle-up,#D39827,Kid,Sports,54,47401,IN,39.1401,-86.5083
418,2019-10-26T19:01:09.983Z,2019-10-26T19:01:12.265Z,cross,#D372D2,Kid,Sports,,47401,IN,39.1401,-86.5083
419,2019-10-26T19:01:53.561Z,2019-10-26T19:01:55.736Z,square,#0707D2,Kid,Sports,54,47401,IN,39.1401,-86.5083
