id,start,end,icon,color,ageGroup,favoriteActivity,height,zipCode,state,latitude,longitude
199,2019-10-26T14:15:26.855Z,2019-10-26T14:15:30.382Z,diamond,#D36E44,Adult,Cooking,64,47403,IN,39.1263,-86.5769
200,2019-10-26T14:16:19.672Z,2019-10-26T14:16:24.847Z,triangle-up,#D3D406,Retired,Cooking,62,23113,VA,37.5109,-77.6429
201,2019-10-26T14:18:03.629Z,2019-10-26T14:18:07.659Z,star,#D372D2,Adult,Other,69,47403,IN,39.1263,-86.5769
202,2019-10-26T14:19:13.762Z,2019-10-26T14:19:17.500Z,triangle-up,#D372D2,Adult,Other,78,43333,OH,40.4277,-83.9209
203,2019-10-26T14:20:57.322Z,2019-10-26T14:21:00.550Z,star,#33820D,Adult,Gaming,70,47401,IN,39.1401,-86.5083
204,2019-10-26T14:22:39.206Z,2019-10-26T14:22:42.627Z,star,#D30706,Kid,Other,37,47401,IN,39.1401,-86.5083
205,2019-10-26T14:23:52.807Z,,diamond,#0707D2,Kid,Sports,52,47401,IN,39.1401,-86.5083
206,2019-10-26T14:24:43.295Z,2019-10-26T14:24:52.182Z,diamond,#0707D2,Kid,Sports,52,47401,IN,39.1401,-86.5083
207,2019-10-26T14:25:33.109Z,,diamond,#0707D2,Kid,Sports,52,47401,IN,39.1401,-86.5083
208,2019-10-26T14:26:54.689Z,2019-10-26T14:26:58.513Z,triangle-up,#D30706,Kid,Cooking,48,47401,IN,39.1401,-86.5083
209,2019-10-26T14:27:53.931Z,2019-10-26T14:27:58.423Z,diamond,#0707D2,Kid,Gaming,52,47401,IN,39.1401,-86.5083
210,2019-10-26T14:29:03.774Z,2019-10-26T14:29:06.674Z,star,#0707D2,Kid,Other,55,47403,IN,39.1263,-86.5769
211,2019-10-26T14:30:04.791Z,2019-10-26T14:30:07.567Z,cross,#D30706,Pre-Teen,Gaming,58,47403,IN,39.1263,-86.5769
212,2019-10-26T14:31:12.786Z,2019-10-26T14:31:16.334Z,star,#D3D406,Adult,Sports,64,47403,IN,39.1263,-86.5769
213,2019-10-26T14:32:01.680Z,2019-10-26T14:32:07.155Z,star,#D30706,Kid,Gaming,51,47401,IN,39.1401,-86.5083
214,2019-10-26T14:32:47.415Z,2019-10-26T14:32:50.175Z,star,#D30706,Kid,Gaming,51,47401,IN,39.1401,-86.5083
215,2019-10-26T14:34:22.203Z,2019-10-26T14:34:24.721Z,diamond,#D30706,Pre-Teen,Gaming,60,46225,IN,39.7406,-86.1569
216,2019-10-26T14:37:07.702Z,2019-10-26T14:37:10.637Z,triangle-up,#9B180F,Pre-Teen,Sports,57,47408,IN,39.2303,-86.4692
217,2019-10-26T14:38:13.314Z,2019-10-26T14:38:16.112Z,star,#55D4D2,Kid,Sports,52,47408,IN,39.2303,-86.4692
218,2019-10-26T14:39:23.290Z,2019-10-26T14:39:26.298Z,star,#D372D2,Kid,Cooking,52,47408,IN,39.2303,-86.4692
219,2019-10-26T14:40:34.526Z,2019-10-26T14:40:42.213Z,star,#D372D2,Kid,Cooking,46,47408,IN,39.2303,-86.4692
220,2019-10-26T14:41:30.915Z,2019-10-26T14:41:43.757Z,star,#D372D2,Kid,Cooking,46,47408,IN,39.2303,-86.4692
221,2019-10-26T14:42:45.075Z,2019-10-26T14:42:47.643Z,triangle-up,#9B180F,Pre-Teen,Sports,57,47408,IN,39.2303,-86.4692
222,2019-10-26T14:43:32.558Z,2019-10-26T14:43:35.146Z,star,#55D4D2,Kid,Sports,,47408,IN,39.2303,-86.4692
223,2019-10-26T14:44:31.379Z,2019-10-26T14:44:35.419Z,diamond,#0707D2,Adult,Sports,69,47408,IN,39.2303,-86.4692
224,2019-10-26T14:45:29.967Z,2019-10-26T14:45:32.374Z,triangle-up,#9B180F,Pre-Teen,Sports,57,47408,IN,39.2303,-86.4692
225,2019-10-26T14:47:31.691Z,2019-10-26T14:47:35.406Z,star,#33820D,Adult,Gaming,70,47401,IN,39.1401,-86.5083
226,2019-10-26T14:49:06.186Z,2019-10-26T14:49:08.886Z,cross,#33820D,Pre-Teen,,57,47170,IN,38.6885,-85.7987
227,2019-10-26T14:50:09.531Z,2019-10-26T14:50:12.245Z,diamond,#D30706,,,49,47170,IN,38.6885,-85.7987
228,2019-10-26T14:52:52.493Z,2019-10-26T14:52:55.642Z,star,#D372D2,Teen,Other,65,47126,IN,38.5398,-85.7734
229,2019-10-26T14:54:01.453Z,2019-10-26T14:54:11.513Z,diamond,#55D4D2,Teen,Sports,67,47172,IN,38.4046,-85.788
230,2019-10-26T14:55:04.319Z,2019-10-26T14:55:07.277Z,cross,#55D4D2,Teen,Sports,68,47172,IN,38.4046,-85.788
231,2019-10-26T14:56:18.982Z,2019-10-26T14:56:22.044Z,cross,#D30706,Pre-Teen,Other,48,47401,IN,39.1401,-86.5083
232,2019-10-26T14:57:22.879Z,2019-10-26T14:57:26.334Z,square,#55D4D2,Pre-Teen,Other,60,47401,IN,39.1401,-86.5083
233,2019-10-26T14:58:20.067Z,2019-10-26T14:58:22.585Z,star,#0707D2,Kid,Art,57,46052,IN,40.0449,-86.4641
234,2019-10-26T14:59:08.641Z,2019-10-26T14:59:11.212Z,triangle-up,#8E1BCE,Pre-Teen,Sports,57,46052,IN,40.0449,-86.4641
235,2019-10-26T15:00:17.323Z,2019-10-26T15:00:20.080Z,diamond,#33820D,Kid,Art,60,47401,IN,39.1401,-86.5083
236,2019-10-26T15:02:16.889Z,2019-10-26T15:02:16.915Z,diamond,#33820D,Kid,Art,59,47401,IN,39.1401,-86.5083
237,2019-10-26T15:03:54.250Z,2019-10-26T15:04:09.401Z,diamond,#33820D,Pre-Teen,Art,58,47403,IN,39.1263,-86.5769
238,2019-10-26T15:05:31.018Z,2019-10-26T15:05:34.316Z,star,#8E1BCE,,Gaming,54,47403,IN,39.1263,-86.5769
239,2019-10-26T15:07:19.490Z,2019-10-26T15:07:21.747Z,diamond,#D3D406,Kid,Sports,58,47232,IN,39.1243,-85.8153
240,2019-10-26T15:08:55.384Z,2019-10-26T15:08:59.743Z,cross,#33820D,Kid,Art,45,47232,IN,39.1243,-85.8153
241,2019-10-26T15:11:14.477Z,2019-10-26T15:11:21.344Z,diamond,#0707D2,Kid,Sports,52,47401,IN,39.1401,-86.5083
242,2019-10-26T15:12:39.171Z,2019-10-26T15:12:41.443Z,diamond,#D3D406,Kid,Sports,58,47401,IN,39.1401,-86.5083
243,2019-10-26T15:13:33.644Z,2019-10-26T15:13:37.979Z,cross,#D30706,Kid,Art,45,47232,IN,39.1243,-85.8153
244,2019-10-26T15:14:30.638Z,2019-10-26T15:14:32.940Z,triangle-up,#0707D2,Pre-Teen,Gaming,64,47401,IN,39.1401,-86.5083
245,2019-10-26T15:15:34.569Z,2019-10-26T15:15:37.185Z,star,#55D4D2,Pre-Teen,Sports,58,47401,IN,39.1401,-86.5083
246,2019-10-26T15:16:17.261Z,2019-10-26T15:16:20.191Z,diamond,#8E1BCE,Adult,Sports,64,47401,IN,39.1401,-86.5083
247,2019-10-26T15:17:05.793Z,2019-10-26T15:17:08.772Z,diamond,#8E1BCE,Pre-Teen,Sports,58,47401,IN,39.1401,-86.5083
248,2019-10-26T15:18:28.691Z,2019-10-26T15:18:31.066Z,cross,#33820D,Pre-Teen,Other,58,47421,IN,38.8729,-86.4871
249,2019-10-26T15:19:09.000Z,2019-10-26T15:19:11.311Z,cross,#33820D,Pre-Teen,Other,58,47421,IN,38.8729,-86.4871
250,2019-10-26T15:20:08.432Z,2019-10-26T15:20:11.582Z,diamond,#8E1BCE,Pre-Teen,Sports,58,47401,IN,39.1401,-86.5083
251,2019-10-26T15:21:36.477Z,2019-10-26T15:21:39.588Z,star,#D30706,Pre-Teen,Gaming,52,47421,IN,38.8729,-86.4871
252,2019-10-26T15:22:22.608Z,2019-10-26T15:22:25.080Z,cross,#33820D,Pre-Teen,Other,58,47421,IN,38.8729,-86.4871
253,2019-10-26T15:24:37.650Z,2019-10-26T15:24:40.430Z,diamond,#D39827,Pre-Teen,Gaming,52,47421,IN,38.8729,-86.4871
254,2019-10-26T15:25:43.892Z,2019-10-26T15:25:46.398Z,cross,#D30706,Pre-Teen,Sports,60,47421,IN,38.8729,-86.4871
255,2019-10-26T15:26:23.113Z,2019-10-26T15:26:25.384Z,cross,#33820D,Pre-Teen,Other,58,47421,IN,38.8729,-86.4871
256,2019-10-26T15:27:08.897Z,2019-10-26T15:27:11.209Z,cross,#D30706,Pre-Teen,Sports,60,47421,IN,38.8729,-86.4871
257,2019-10-26T15:28:12.139Z,2019-10-26T15:28:15.887Z,diamond,#55D4D2,Adult,Gaming,64,47401,IN,39.1401,-86.5083
258,2019-10-26T15:28:51.081Z,2019-10-26T15:28:54.753Z,diamond,#D372D2,Adult,Sports,64,47401,IN,39.1401,-86.5083
259,2019-10-26T15:30:13.243Z,2019-10-26T15:30:15.978Z,diamond,#D372D2,Adult,Sports,67,47401,IN,39.1401,-86.5083
260,2019-10-26T15:30:45.093Z,2019-10-26T15:30:47.973Z,diamond,#D372D2,Adult,Sports,67,47401,IN,39.1401,-86.5083
261,2019-10-26T15:32:13.864Z,2019-10-26T15:32:16.909Z,star,#0707D2,Kid,Sports,50,47404,IN,39.195,-86.5757
262,2019-10-26T15:33:10.057Z,2019-10-26T15:33:12.454Z,square,#D3D406,Teen,Sports,63,46143,IN,39.596,-86.1309
263,2019-10-26T15:34:03.723Z,2019-10-26T15:34:07.594Z,diamond,#D372D2,Teen,Sports,59,46143,IN,39.596,-86.1309
264,2019-10-26T15:35:05.640Z,2019-10-26T15:35:07.399Z,star,#D372D2,Teen,Sports,60,46143,IN,39.596,-86.1309
265,2019-10-26T15:35:57.174Z,2019-10-26T15:36:00.005Z,cross,#33820D,Teen,Sports,61,46143,IN,39.596,-86.1309
266,2019-10-26T15:37:25.164Z,2019-10-26T15:37:28.325Z,cross,#0707D2,Pre-Teen,Sports,57,47401,IN,39.1401,-86.5083
267,2019-10-26T15:38:18.349Z,2019-10-26T15:38:21.215Z,diamond,#8E1BCE,Kid,Other,50,47401,IN,39.1401,-86.5083
268,2019-10-26T15:39:31.968Z,2019-10-26T15:39:35.451Z,star,#D372D2,Pre-Teen,Gaming,56,47401,IN,39.1401,-86.5083
269,2019-10-26T15:40:30.373Z,2019-10-26T15:40:36.544Z,star,#D39827,Kid,Gaming,41,47401,IN,39.1401,-86.5083
270,2019-10-26T15:41:34.605Z,2019-10-26T15:41:37.101Z,diamond,#D372D2,Pre-Teen,Sports,57,47401,IN,39.1401,-86.5083
271,2019-10-26T15:42:10.825Z,2019-10-26T15:42:13.654Z,diamond,#D372D2,Pre-Teen,Cooking,58,47401,IN,39.1401,-86.5083
272,2019-10-26T15:42:41.945Z,2019-10-26T15:42:44.929Z,diamond,#D372D2,Pre-Teen,Sports,58,47401,IN,39.1401,-86.5083
273,2019-10-26T15:43:16.674Z,2019-10-26T15:43:19.400Z,star,#33820D,Adult,Gaming,70,47401,IN,39.1401,-86.5083
274,2019-10-26T15:45:02.213Z,2019-10-26T15:45:04.612Z,star,#D3D406,Adult,Sports,61,47401,IN,39.1401,-86.5083
275,2019-10-26T15:46:16.221Z,2019-10-26T15:46:18.443Z,square,#55D4D2,Pre-Teen,Other,55,47401,IN,39.1401,-86.5083
276,2019-10-26T15:47:17.369Z,2019-10-26T15:47:20.872Z,star,#8E1BCE,Kid,Art,44,47401,IN,39.1401,-86.5083
277,2019-10-26T15:49:54.803Z,2019-10-26T15:50:00.114Z,star,#8E1BCE,Kid,Art,37,47401,IN,39.1401,-86.5083
278,2019-10-26T15:50:57.683Z,2019-10-26T15:51:00.426Z,diamond,#D372D2,Pre-Teen,Sports,62,47401,IN,39.1401,-86.5083
279,2019-10-26T15:52:02.948Z,2019-10-26T15:52:05.894Z,square,#0707D2,Kid,Sports,55,47401,IN,39.1401,-86.5083
280,2019-10-26T15:53:10.829Z,2019-10-26T15:53:13.759Z,cross,#D3D406,Teen,Gaming,67,46112,IN,39.8466,-86.3869
281,2019-10-26T15:54:18.289Z,2019-10-26T15:54:27.081Z,diamond,#55D4D2,,Art,50,46112,IN,39.8466,-86.3869
282,2019-10-26T15:55:10.622Z,2019-10-26T15:55:14.062Z,diamond,#55D4D2,Kid,Art,50,46112,IN,39.8466,-86.3869
283,2019-10-26T15:56:14.075Z,2019-10-26T15:56:17.393Z,star,#33820D,Adult,Gaming,70,47401,IN,39.1401,-86.5083
284,2019-10-26T15:58:56.547Z,2019-10-26T15:59:03.339Z,star,#D30706,Kid,Art,47,47401,IN,39.1401,-86.5083
285,2019-10-26T15:59:44.050Z,2019-10-26T15:59:45.789Z,triangle-up,#0707D2,Adult,Sports,70,47401,IN,39.1401,-86.5083
286,2019-10-26T16:00:42.305Z,2019-10-26T16:00:45.115Z,triangle-up,#8E1BCE,Pre-Teen,Gaming,56,46202,IN,39.7851,-86.1595
287,2019-10-26T16:01:36.088Z,2019-10-26T16:01:38.801Z,diamond,#8E1BCE,Kid,Other,50,46202,IN,39.7851,-86.1595
288,2019-10-26T16:02:52.920Z,2019-10-26T16:02:57.355Z,diamond,#33820D,Kid,Cooking,40,46202,IN,39.7851,-86.1595
289,2019-10-26T16:04:21.872Z,2019-10-26T16:04:23.813Z,cross,#9B180F,Teen,Sports,62,47529,IN,38.8772,-87.085
290,2019-10-26T16:05:46.660Z,2019-10-26T16:05:50.636Z,star,#8E1BCE,Kid,Art,51,47403,IN,39.1263,-86.5769
291,2019-10-26T16:07:15.611Z,2019-10-26T16:07:19.601Z,cross,#8E1BCE,Kid,Art,51,47403,IN,39.1263,-86.5769
292,2019-10-26T16:08:57.984Z,2019-10-26T16:09:02.966Z,star,#0707D2,Kid,Art,42,47401,IN,39.1401,-86.5083
293,2019-10-26T16:14:26.593Z,2019-10-26T16:14:33.042Z,star,#8E1BCE,Pre-Teen,Sports,58,47401,IN,39.1401,-86.5083
294,2019-10-26T16:16:03.867Z,2019-10-26T16:16:07.062Z,star,#8E1BCE,Kid,Cooking,45,47401,IN,39.1401,-86.5083
295,2019-10-26T16:17:20.736Z,2019-10-26T16:17:24.134Z,star,#55D4D2,Adult,Cooking,72,47401,IN,39.1401,-86.5083
296,2019-10-26T16:18:17.939Z,2019-10-26T16:18:20.774Z,star,#D30706,Adult,Cooking,72,47401,IN,39.1401,-86.5083
297,2019-10-26T16:20:32.087Z,2019-10-26T16:20:34.439Z,triangle-up,#55D4D2,Teen,Sports,68,46228,IN,39.8462,-86.1951
298,2019-10-26T16:21:21.339Z,2019-10-26T16:21:25.650Z,star,#D30706,Teen,Art,64,47401,IN,39.1401,-86.5083
299,2019-10-26T16:22:12.821Z,2019-10-26T16:22:16.169Z,star,#D30706,Teen,Art,66,47401,IN,39.1401,-86.5083
300,2019-10-26T16:24:57.186Z,2019-10-26T16:24:59.641Z,star,#33820D,Pre-Teen,Sports,63,47401,IN,39.1401,-86.5083
301,2019-10-26T16:26:02.934Z,2019-10-26T16:26:05.459Z,star,#0707D2,Kid,Gaming,59,47401,IN,39.1401,-86.5083
302,2019-10-26T16:27:02.227Z,2019-10-26T16:27:04.680Z,star,#0707D2,Teen,Sports,58,46260,IN,39.8977,-86.1797
303,2019-10-26T16:27:42.366Z,2019-10-26T16:27:44.260Z,star,#0707D2,Teen,Sports,69,46228,IN,39.8462,-86.1951
304,2019-10-26T16:28:20.521Z,2019-10-26T16:28:26.792Z,star,#D30706,Teen,Art,49,46260,IN,39.8977,-86.1797
305,2019-10-26T16:29:04.005Z,2019-10-26T16:29:06.092Z,star,#D30706,Teen,Art,48,46260,IN,39.8977,-86.1797
306,2019-10-26T16:30:04.160Z,,star,#D30706,Teen,Cooking,51,46260,IN,39.8977,-86.1797
307,2019-10-26T16:31:10.926Z,2019-10-26T16:31:19.321Z,star,#D30706,Teen,Art,51,46260,IN,39.8977,-86.1797
308,2019-10-26T16:31:50.760Z,2019-10-26T16:31:52.576Z,star,#D30706,Teen,Sports,57,46228,IN,39.8462,-86.1951
309,2019-10-26T16:35:57.829Z,2019-10-26T16:36:01.460Z,diamond,#D39827,Kid,Art,52,47408,IN,39.2303,-86.4692
310,2019-10-26T16:37:39.594Z,2019-10-26T16:37:42.529Z,square,#33820D,Pre-Teen,Sports,55,46160,IN,39.3628,-86.2803
311,2019-10-26T16:38:47.213Z,2019-10-26T16:38:50.585Z,diamond,#0707D2,Kid,Gaming,51,46160,IN,39.3628,-86.2803
312,2019-10-26T16:44:09.387Z,,star,#55D4D2,Kid,Sports,48,47401,IN,39.1401,-86.5083
313,2019-10-26T16:46:14.579Z,2019-10-26T16:46:18.277Z,star,#D39827,Kid,Sports,43,47401,IN,39.1401,-86.5083
314,2019-10-26T16:47:08.000Z,,star,#D30706,Kid,Sports,46,47401,IN,39.1401,-86.5083
315,2019-10-26T16:49:03.277Z,2019-10-26T16:49:14.241Z,star,#D372D2,Teen,Sports,65,46077,IN,39.9561,-86.2767
316,2019-10-26T16:50:11.229Z,2019-10-26T16:50:14.062Z,square,#55D4D2,Teen,Cooking,65,46077,IN,39.9561,-86.2767
317,2019-10-26T16:51:09.154Z,2019-10-26T16:51:11.977Z,cross,#0707D2,Kid,Sports,50,47923,IN,40.6011,-86.8753
318,2019-10-26T16:52:17.737Z,2019-10-26T16:52:20.797Z,square,#0707D2,Kid,Other,58,47923,IN,40.6011,-86.8753
319,2019-10-26T16:53:14.228Z,2019-10-26T16:53:27.892Z,square,#D3D406,Pre-Teen,Cooking,59,47408,IN,39.2303,-86.4692
320,2019-10-26T16:54:16.224Z,2019-10-26T16:54:18.697Z,square,#D36E44,Kid,Sports,55,47401,IN,39.1401,-86.5083
321,2019-10-26T16:55:00.759Z,2019-10-26T16:55:03.330Z,square,#55D4D2,,Sports,58,47923,IN,40.6011,-86.8753
322,2019-10-26T16:55:52.669Z,2019-10-26T16:55:55.343Z,square,#D3D406,Pre-Teen,Cooking,60,47401,IN,39.1401,-86.5083
323,2019-10-26T16:56:40.831Z,2019-10-26T16:56:42.968Z,triangle-up,#0707D2,Adult,Sports,72,47923,IN,40.6011,-86.8753
324,2019-10-26T16:57:29.784Z,2019-10-26T16:57:32.152Z,square,#55D4D2,Pre-Teen,Sports,58,47401,IN,39.1401,-86.5083
325,2019-10-26T16:58:32.016Z,2019-10-26T16:58:38.288Z,square,#0707D2,Kid,Sports,36,47401,IN,39.1401,-86.5083
326,2019-10-26T17:00:06.710Z,2019-10-26T17:00:10.314Z,triangle-up,#55D4D2,Kid,Cooking,46,47401,IN,39.1401,-86.5083
327,2019-10-26T17:00:54.790Z,2019-10-26T17:00:57.234Z,square,#55D4D2,Kid,Sports,58,47401,IN,39.1401,-86.5083
328,2019-10-26T17:01:39.651Z,2019-10-26T17:01:42.024Z,cross,#33820D,Adult,Sports,65,47401,IN,39.1401,-86.5083
329,2019-10-26T17:02:15.281Z,2019-10-26T17:02:17.633Z,cross,#33820D,Adult,Sports,66,47401,IN,39.1401,-86.5083
330,2019-10-26T17:02:55.594Z,2019-10-26T17:02:58.230Z,cross,#D372D2,Adult,Sports,59,47401,IN,39.1401,-86.5083
331,2019-10-26T17:03:30.234Z,2019-10-26T17:03:32.829Z,diamond,#D372D2,Adult,Sports,55,47401,IN,39.1401,-86.5083
332,2019-10-26T17:04:24.393Z,2019-10-26T17:04:27.234Z,diamond,#D39827,Pre-Teen,Cooking,58,47401,IN,39.1401,-86.5083
333,2019-10-26T17:05:11.776Z,2019-10-26T17:05:14.635Z,diamond,#D39827,Pre-Teen,Cooking,58,47401,IN,39.1401,-86.5083
334,2019-10-26T17:06:10.201Z,2019-10-26T17:06:12.596Z,square,#D36E44,Kid,Sports,55,47401,IN,39.1401,-86.5083
335,2019-10-26T17:06:56.884Z,2019-10-26T17:06:59.081Z,star,#0707D2,,Gaming,58,47401,IN,39.1401,-86.5083
336,2019-10-26T17:07:55.229Z,2019-10-26T17:07:57.686Z,triangle-up,#D30706,Pre-Teen,Sports,59,47401,IN,39.1401,-86.5083
337,2019-10-26T17:08:49.611Z,2019-10-26T17:08:52.152Z,cross,#D36E44,Kid,Sports,55,47401,IN,39.1401,-86.5083
338,2019-10-26T17:10:18.637Z,2019-10-26T17:10:21.026Z,cross,#0707D2,Kid,Sports,55,47408,IN,39.2303,-86.4692
339,2019-10-26T17:11:08.612Z,2019-10-26T17:11:17.592Z,star,#D30706,Kid,Sports,56,47408,IN,39.2303,-86.4692
340,2019-10-26T17:11:58.333Z,2019-10-26T17:12:00.266Z,star,#D30706,Kid,Sports,56,47408,IN,39.2303,-86.4692
341,2019-10-26T17:12:46.416Z,2019-10-26T17:12:49.107Z,triangle-up,#D30706,Pre-Teen,Sports,58,47401,IN,39.1401,-86.5083
342,2019-10-26T17:13:23.875Z,2019-10-26T17:13:26.291Z,square,#D36E44,Kid,Sports,56,47401,IN,39.1401,-86.5083
343,2019-10-26T17:14:38.846Z,2019-10-26T17:14:41.053Z,star,#0707D2,Pre-Teen,,54,47403,IN,39.1263,-86.5769
344,2019-10-26T17:16:01.614Z,2019-10-26T17:16:03.823Z,cross,#8E1BCE,Pre-Teen,Gaming,75,47401,IN,39.1401,-86.5083
345,2019-10-26T17:16:51.796Z,2019-10-26T17:16:54.074Z,cross,#9B180F,Pre-Teen,Gaming,69,47403,IN,39.1263,-86.5769
346,2019-10-26T17:17:33.698Z,2019-10-26T17:17:35.803Z,diamond,#8E1BCE,Teen,Sports,70,47404,IN,39.195,-86.5757
347,2019-10-26T17:18:16.958Z,2019-10-26T17:18:18.792Z,diamond,#8E1BCE,Teen,Gaming,69,47403,IN,39.1263,-86.5769
348,2019-10-26T17:19:01.925Z,2019-10-26T17:19:04.394Z,star,#0707D2,Kid,Gaming,58,47401,IN,39.1401,-86.5083
349,2019-10-26T17:19:57.445Z,2019-10-26T17:20:00.704Z,triangle-up,#9B180F,Kid,Gaming,44,47401,IN,39.1401,-86.5083
350,2019-10-26T17:20:44.576Z,2019-10-26T17:20:48.734Z,diamond,#D30706,Kid,Gaming,36,47401,IN,39.1401,-86.5083
351,2019-10-26T17:21:25.999Z,2019-10-26T17:21:28.528Z,star,#D30706,,Gaming,55,47408,IN,39.2303,-86.4692
352,2019-10-26T17:22:26.394Z,2019-10-26T17:22:29.340Z,star,#0707D2,Kid,Gaming,60,47408,IN,39.2303,-86.4692
353,2019-10-26T17:23:34.882Z,2019-10-26T17:23:37.545Z,cross,#55D4D2,Kid,Gaming,59,47403,IN,39.1263,-86.5769
354,2019-10-26T17:26:55.713Z,2019-10-26T17:26:58.351Z,star,#D30706,Kid,Sports,56,47408,IN,39.2303,-86.4692
355,2019-10-26T17:27:39.824Z,2019-10-26T17:27:42.256Z,star,#0707D2,Kid,Sports,55,47408,IN,39.2303,-86.4692
356,2019-10-26T17:29:07.727Z,2019-10-26T17:29:10.547Z,square,#D30706,Pre-Teen,Cooking,63,47403,IN,39.1263,-86.5769
357,2019-10-26T17:30:09.721Z,2019-10-26T17:30:17.536Z,cross,#D30706,,Other,57,47403,IN,39.1263,-86.5769
358,2019-10-26T17:31:18.687Z,2019-10-26T17:31:21.783Z,cross,#D30706,Pre-Teen,Other,57,47403,IN,39.1263,-86.5769
359,2019-10-26T17:32:35.055Z,2019-10-26T17:32:38.192Z,diamond,#D3D406,Adult,Cooking,70,47403,IN,39.1263,-86.5769
360,2019-10-26T17:33:23.879Z,2019-10-26T17:33:26.358Z,star,#55D4D2,Pre-Teen,Gaming,60,47403,IN,39.1263,-86.5769
361,2019-10-26T17:35:02.111Z,2019-10-26T17:35:04.639Z,star,#D372D2,Teen,Art,63,47201,IN,39.2055,-85.9317
362,2019-10-26T17:36:04.592Z,2019-10-26T17:36:07.953Z,triangle-up,#0707D2,Teen,Art,67,47201,IN,39.2055,-85.9317
363,2019-10-26T17:37:32.715Z,2019-10-26T17:37:35.403Z,star,#55D4D2,Kid,Art,56,47401,IN,39.1401,-86.5083
364,2019-10-26T17:38:33.539Z,2019-10-26T17:38:36.888Z,diamond,#8E1BCE,Kid,Art,58,47401,IN,39.1401,-86.5083
365,2019-10-26T17:39:48.907Z,2019-10-26T17:39:51.657Z,diamond,#8E1BCE,Kid,Art,58,47401,IN,39.1401,-86.5083
366,2019-10-26T17:40:35.046Z,2019-10-26T17:40:37.878Z,star,#D372D2,Pre-Teen,Art,62,47401,IN,39.1401,-86.5083
367,2019-10-26T17:47:46.885Z,2019-10-26T17:47:50.677Z,cross,#0707D2,Kid,Sports,50,47433,IN,39.345,-86.6583
368,2019-10-26T17:49:14.029Z,2019-10-26T17:49:17.707Z,star,#33820D,Adult,Other,66,47433,IN,39.345,-86.6583
369,2019-10-26T17:50:40.331Z,2019-10-26T17:50:43.238Z,square,#0707D2,Kid,Gaming,50,47433,IN,39.345,-86.6583
370,2019-10-26T17:52:52.913Z,2019-10-26T17:52:55.733Z,diamond,#8E1BCE,Kid,Art,50,47455,IN,39.3165,-86.9562
371,2019-10-26T17:54:05.879Z,2019-10-26T17:54:08.784Z,star,#D39827,Kid,Other,50,33834,FL,27.6019,-81.8507
372,2019-10-26T17:55:39.030Z,2019-10-26T17:55:43.300Z,star,#D372D2,Kid,Art,48,47403,IN,39.1263,-86.5769
373,2019-10-26T17:56:42.060Z,2019-10-26T17:56:44.920Z,cross,#D30706,Kid,Gaming,57,47403,IN,39.1263,-86.5769
374,2019-10-26T17:58:15.588Z,2019-10-26T17:58:19.300Z,diamond,#55D4D2,Kid,Cooking,48,47405,IN,39.1682,-86.5186
